location_code,cidade,bairro,logradouro,location,neighborhood_code,city_code
19100,santo andre,parque novo oratorio i,rua gana,s.andre|parque novo oratorio i|rua gana,4007,331
33096,sao paulo,vila formosa,avenida joao xxiii,s.paulo|vila formosa|avenida joao xxiii,5351,358
35197,sorocaba,bosque de sao bento,avenida professora izoraida marques pere,sorocaba|bosque de sao bento|avenida professora izoraida marques pere,382,385
1588,cacapava,area rural,rodovia sp 070 governador carvalho pinto,cacapava|area rural|rodovia sp 070 governador carvalho pinto,123,54
13992,mogi das cruzes,itapeti,rodovia mogi dutra,mogi das cruzes|itapeti|rodovia mogi dutra,1312,227
5748,diadema,serraria,rua americo mafia,diadema|serraria|rua americo mafia,4796,99
22796,sao paulo,agua rasa,rua agua rasa,s.paulo|agua rasa|rua agua rasa,24,358
8934,guarulhos,sitio sao francisco,rua dona nera,guarulhos|sitio sao francisco|rua dona nera,4840,136
26036,sao paulo,iguatemi,rua felipe angeli,s.paulo|iguatemi|rua felipe angeli,1258,358
4610,cotia,cond das palmeiras,estrada victor soares de camargo,cotia|cond das palmeiras|estrada victor soares de camargo,885,92
17585,ribeirao preto,jd jose sampaio junior,rua rosalia rodrigues benzoni,ribeirao preto|jd jose sampaio junior|rua rosalia rodrigues benzoni,3091,320
21328,sao bernardo do campo,planalto,rua alfredo calux,s.bernardo do campo|planalto|rua alfredo calux,4223,337
33904,sao paulo,vila matilde,rua vinte e nove de outubro,s.paulo|vila matilde|rua vinte e nove de outubro,5574,358
24855,sao paulo,cidade antonio estevao de carvalho,avenida caititu,s.paulo|cidade antonio estevao de carvalho|avenida caititu,740,358
8250,guarulhos,jardim maria de lourdes,estrada do capao bonito,guarulhos|jardim maria de lourdes|estrada do capao bonito,2118,136
36844,taboao da serra,p monte alegre,rua maria mari,taboao da serra|p monte alegre|rua maria mari,3753,389
2363,campinas,jardim itatinga,rua pacaembu,campinas|jardim itatinga|rua pacaembu,1975,61
30859,sao paulo,santana,rua alfredo pujol,s.paulo|santana|rua alfredo pujol,4725,358
36133,suzano,jd casa branca,rua dona cauqueb assi antun,suzano|jd casa branca|rua dona cauqueb assi antun,2955,387
14855,osasco,alianca,travessa castro alves,osasco|alianca|travessa castro alves,40,249
31656,sao paulo,sao miguel,rua primeiro de maio,s.paulo|sao miguel|rua primeiro de maio,4766,358
33458,sao paulo,vila jaragua,rua particular,s.paulo|vila jaragua|rua particular,5469,358
5024,cruzeiro,v paulista,avenida nesrala rubens,cruzeiro|v paulista|avenida nesrala rubens,4969,95
35110,serrana,jardim bela vista,avenida habib jabali,serrana|jardim bela vista|avenida habib jabali,1501,379
32834,sao paulo,vila carrao,rua cacira,s.paulo|vila carrao|rua cacira,5188,358
5477,diadema,conceicao,rua guaicurus,diadema|conceicao|rua guaicurus,881,99
16238,pindamonhangaba,cidade nova,avenida gastao vidigal neto,pindamonhangaba|cidade nova|avenida gastao vidigal neto,784,279
1856,cajamar,mini industrial,avenida afonso leopoldo vogel,cajamar|mini industrial|avenida afonso leopoldo vogel,3578,58
4498,conchal,esperanca ii,travessa baraldi,conchal|esperanca ii|travessa baraldi,1105,85
31749,sao paulo,sao rafael,rua emma beatriz maria soffredi,s.paulo|sao rafael|rua emma beatriz maria soffredi,4770,358
15948,osasco,vila yolanda,rua zumbi dos palmares,osasco|vila yolanda|rua zumbi dos palmares,5981,249
34612,sao vicente,catiapoa,rua feliciano marcondes da silva,s.vicente|catiapoa|rua feliciano marcondes da silva,496,366
34131,sao paulo,vila pirituba,rua cracas,s.paulo|vila pirituba|rua cracas,5748,358
3852,campo limpo paulista,recanto do lago,estrada santo andre,campo limpo paulista|recanto do lago|estrada santo andre,4477,62
16910,praia grande,boqueirao,avenida sao paulo,praia grande|boqueirao|avenida sao paulo,374,305
22613,sao jose dos campos,monte castelo,rua gomide santos,s.jose dos campos|monte castelo|rua gomide santos,3598,352
2422,campinas,jardim pauliceia,rua ernesto carlos reiman,campinas|jardim pauliceia|rua ernesto carlos reiman,2362,61
23719,sao paulo,cachoeirinha,rua joaquim alves torres,s.paulo|cachoeirinha|rua joaquim alves torres,413,358
18307,santo andre,centro,avenida padre manuel da nobrega,s.andre|centro|avenida padre manuel da nobrega,513,331
31604,sao paulo,sao miguel,rua bernardo daddi,s.paulo|sao miguel|rua bernardo daddi,4766,358
7707,guarulhos,cabucu,rua santina,guarulhos|cabucu|rua santina,407,136
36413,suzano,vila amorim,rua carlos rodrigues de faria,suzano|vila amorim|rua carlos rodrigues de faria,5041,387
4118,carapicuiba,area rural,rua tamboara,carapicuiba|area rural|rua tamboara,123,71
31060,sao paulo,sao domingos,avenida elisio cordeiro de siqueira,s.paulo|sao domingos|avenida elisio cordeiro de siqueira,4739,358
26580,sao paulo,itaim paulista,rua senador darcy ribeiro,s.paulo|itaim paulista|rua senador darcy ribeiro,1303,358
26517,sao paulo,itaim paulista,rua joao batista de godoy,s.paulo|itaim paulista|rua joao batista de godoy,1303,358
22523,sao jose dos campos,jardim nova detroit,avenida benedito friggi,s.jose dos campos|jardim nova detroit|avenida benedito friggi,2261,352
16265,pindamonhangaba,residencial comercial vila verde,rua nestor homem de melo,pindamonhangaba|residencial comercial vila verde|rua nestor homem de melo,4575,279
27922,sao paulo,jardim helena,rua santa rosa de lima,s.paulo|jardim helena|rua santa rosa de lima,1910,358
37087,taubate,sao goncalo,estrada do barreiro,taubate|sao goncalo|estrada do barreiro,4745,402
20164,sao bernardo do campo,alves dias,rua ricardo,s.bernardo do campo|alves dias|rua ricardo,79,337
20723,sao bernardo do campo,dos alvarengas,avenida joao de barro,s.bernardo do campo|dos alvarengas|avenida joao de barro,1080,337
9300,hortolandia,jardim campos verdes,rua jose caineli,hortolandia|jardim campos verdes|rua jose caineli,1576,139
23624,sao paulo,butanta,rua canaburi,s.paulo|butanta|rua canaburi,403,358
22853,sao paulo,agua rasa,rua malaga,s.paulo|agua rasa|rua malaga,24,358
24857,sao paulo,cidade antonio estevao de carvalho,avenida ernesto souza cruz,s.paulo|cidade antonio estevao de carvalho|avenida ernesto souza cruz,740,358
16713,poa,vila cleto,rua francisco manoel de oliveira,poa|vila cleto|rua francisco manoel de oliveira,5219,294
24411,sao paulo,carandiru,"avenida general ataliba leonel, 656","s.paulo|carandiru|avenida general ataliba leonel, 656",468,358
27512,sao paulo,jardim aurora (zona leste),travessa lucina,s.paulo|jardim aurora (zona leste)|travessa lucina,1482,358
23801,sao paulo,campo belo,avenida jonia,s.paulo|campo belo|avenida jonia,436,358
23607,sao paulo,butanta,rua afonso vaz,s.paulo|butanta|rua afonso vaz,403,358
30533,sao paulo,rio pequeno,rua amorim castro,s.paulo|rio pequeno|rua amorim castro,4651,358
27126,sao paulo,jaguare,avenida general vidal,s.paulo|jaguare|avenida general vidal,1350,358
16918,praia grande,boqueirao,rua londrina,praia grande|boqueirao|rua londrina,374,305
27124,sao paulo,jaguare,"avenida escola politecnica, 760","s.paulo|jaguare|avenida escola politecnica, 760",1350,358
11374,itaquaquecetuba,vl virginia,avenida italo adami,itaquaquecetuba|vl virginia|avenida italo adami,6089,170
24051,sao paulo,campo limpo,rua francisco martins bonilha,s.paulo|campo limpo|rua francisco martins bonilha,442,358
2568,campinas,jd campo belo,rua maria da gloria leite penteado,campinas|jd campo belo|rua maria da gloria leite penteado,2946,61
34048,sao paulo,vila nova cachoeirinha,rua joaquim alves torres,s.paulo|vila nova cachoeirinha|rua joaquim alves torres,5648,358
27687,sao paulo,jardim colina,rua nicolau aspirino junior,s.paulo|jardim colina|rua nicolau aspirino junior,1635,358
18003,rio claro,jardim santa eliza,avenida 46,rio claro|jardim santa eliza|avenida 46,2551,324
20312,sao bernardo do campo,assuncao,via anchieta,s.bernardo do campo|assuncao|via anchieta,146,337
22612,sao jose dos campos,monte castelo,praca professor estevao ferri,s.jose dos campos|monte castelo|praca professor estevao ferri,3598,352
16088,paulinia,sao jose,rua ortencio padovani,paulinia|sao jose|rua ortencio padovani,4754,265
28731,sao paulo,lajeado,rua felipe villanueva,s.paulo|lajeado|rua felipe villanueva,3437,358
5401,diadema,centro,rua vereador gustavo sonewend neto,diadema|centro|rua vereador gustavo sonewend neto,513,99
9238,guarulhos,vila venditti,avenida guarulhos,guarulhos|vila venditti|avenida guarulhos,5964,136
29735,sao paulo,pedreira,rua vicente felipe celestino,s.paulo|pedreira|rua vicente felipe celestino,4182,358
10386,itapevi,vila santa rita,rua paissandu,itapevi|vila santa rita|rua paissandu,5860,165
14405,mogi guacu,jardim guacuano,rua aparecida soares de oliveira,mogi guacu|jardim guacuano|rua aparecida soares de oliveira,1880,228
35194,sorocaba,boa vista,alameda flamboyant,sorocaba|boa vista|alameda flamboyant,358,385
30398,sao paulo,raposo tavares,rua doutor paulo leite de oliveira,s.paulo|raposo tavares|rua doutor paulo leite de oliveira,4455,358
33080,sao paulo,vila fachini,avenida eulalia,s.paulo|vila fachini|avenida eulalia,5331,358
21972,sao carlos,chacara parque club,rua paulo de campos,s.carlos|chacara parque club|rua paulo de campos,619,340
1560,braganca paulista,santa luzia,avenida alberto diniz,braganca paulista|santa luzia|avenida alberto diniz,4710,49
23688,sao paulo,cachoeirinha,rua aldo lacreta,s.paulo|cachoeirinha|rua aldo lacreta,413,358
36514,suzano,vila urupes,rua gato cinzento,suzano|vila urupes|rua gato cinzento,5956,387
35275,sorocaba,jardim ferreira,rua benedito galdino de barros,sorocaba|jardim ferreira|rua benedito galdino de barros,1848,385
14344,mogi das cruzes,vl paulista,avenida henrique peres,mogi das cruzes|vl paulista|avenida henrique peres,6068,227
25825,sao paulo,grajau,rua valter miranda de bitencourt,s.paulo|grajau|rua valter miranda de bitencourt,1213,358
35301,sorocaba,jardim maria do carmo,avenida doutor artur bernardes | avenida,sorocaba|jardim maria do carmo|avenida doutor artur bernardes | avenida,2120,385
863,atibaia,ribeirao dos porcos,estrada velha braganca paulista,atibaia|ribeirao dos porcos|estrada velha braganca paulista,4640,28
13813,miguelopolis,miguelopolis,area zona rural,miguelopolis|miguelopolis|area zona rural,3575,219
19257,santo andre,vila america,rua erato,s.andre|vila america|rua erato,5039,331
5627,diadema,inamar,rua das margaridas,diadema|inamar|rua das margaridas,1269,99
21398,sao bernardo do campo,rudge ramos,avenida marginal direita anchieta,s.bernardo do campo|rudge ramos|avenida marginal direita anchieta,4679,337
813,atibaia,chacara da colina,rodovia br 381,atibaia|chacara da colina|rodovia br 381,570,28
14759,monteiro lobato,altos de monteiro lobato,estrada dos livros,monteiro lobato|altos de monteiro lobato|estrada dos livros,75,236
16277,pindamonhangaba,santana,rua anel viario,pindamonhangaba|santana|rua anel viario,4725,279
5939,dumont,jd jose paulo,rua francisco pedro fachine,dumont|jd jose paulo|rua francisco pedro fachine,3090,103
33920,sao paulo,vila medeiros,avenida gustavo adolfo,s.paulo|vila medeiros|avenida gustavo adolfo,5577,358
3320,campinas,pq res vila uniao,avenida professor mario scolari,campinas|pq res vila uniao|avenida professor mario scolari,4368,61
11547,itu,jardim agarussi,rodovia herculano de godoy passos,itu|jardim agarussi|rodovia herculano de godoy passos,1377,177
27466,sao paulo,jardim angela,rua renato da cunha,s.paulo|jardim angela|rua renato da cunha,1434,358
16951,praia grande,mirim,rua jose agapito cardoso,praia grande|mirim|rua jose agapito cardoso,3585,305
32162,sao paulo,saude,rua nelo viviane,s.paulo|saude|rua nelo viviane,4782,358
35660,sumare,jardim minesota,rua jose vieira da silva,sumare|jardim minesota|rua jose vieira da silva,2173,386
9172,guarulhos,vila laurita,avenida da estacao,guarulhos|vila laurita|avenida da estacao,5501,136
5489,diadema,conceicao,rua marconi,diadema|conceicao|rua marconi,881,99
12438,leme,vila santana,rua doutor joao francisco domenico serod,leme|vila santana|rua doutor joao francisco domenico serod,5869,200
5990,embu das artes,centro,rua candido portinari,embu das artes|centro|rua candido portinari,513,108
17978,rio claro,jardim do ipe,avenida 44 ab,rio claro|jardim do ipe|avenida 44 ab,1747,324
29997,sao paulo,pinheiros,avenida professor frederico herman junio,s.paulo|pinheiros|avenida professor frederico herman junio,4210,358
4661,cotia,jardim monte santo,avenida doutor odair pacheco pedroso,cotia|jardim monte santo|avenida doutor odair pacheco pedroso,2195,92
7868,guarulhos,cumbica,avenida evangelista joao a. do carmo,guarulhos|cumbica|avenida evangelista joao a. do carmo,1031,136
283,amparo,parque modelo,rodovia sp 107,amparo|parque modelo|rodovia sp 107,3982,11
7079,franco da rocha,cristal parque,rodovia sp 332,franco da rocha|cristal parque|rodovia sp 332,1025,122
3173,campinas,p aeroporto viracopos,rua treze,campinas|p aeroporto viracopos|rua treze,3748,61
29407,sao paulo,parque cruzeiro do sul,rua silveira nobrega,s.paulo|parque cruzeiro do sul|rua silveira nobrega,3832,358
28159,sao paulo,jardim paulista,avenida reboucas,s.paulo|jardim paulista|avenida reboucas,2363,358
37008,taubate,bonfim,rotatoria avenida carlos pedroso da silv,taubate|bonfim|rotatoria avenida carlos pedroso da silv,371,402
35178,sertaozinho,jd santa marta,avenida alessio mazer,sertaozinho|jd santa marta|avenida alessio mazer,3284,380
29987,sao paulo,pimentas,rua belo monte,s.paulo|pimentas|rua belo monte,4204,358
15837,osasco,veloso,rua veneza,osasco|veloso|rua veneza,4993,249
3019,campinas,jd sao judas tadeu,estrada mao branca,campinas|jd sao judas tadeu|estrada mao branca,3307,61
7391,guaruja,lot joao batista juliao,avenida miguel estefano,guaruja|lot joao batista juliao|avenida miguel estefano,3463,135
35187,silveiras,centro,rodovia dos tropeiros,silveiras|centro|rodovia dos tropeiros,513,383
34207,sao paulo,vila prudente,rua doutor carmo andrea,s.paulo|vila prudente|rua doutor carmo andrea,5773,358
25427,sao paulo,consolacao,rua amaral gurgel,s.paulo|consolacao|rua amaral gurgel,1005,358
